essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	7.1=8.1	7.2=8.2	"7.3=8.4,8.5"	7.4=8.6
18619	8	"As I remember back, it was @DATE1. It was a hot, humid day. I can remember that day like it was yesterday. I woke up that morning and decided I was going to go swimming. But the only problem was I had no one to go with me, and @CAPS2 attitude was turning for the worst. The day @CAPS1 off fairly well for the most part. I called around to all @CAPS2 friends to see what they were doing for that particular day, but as I went down @CAPS2 friend line everyone seemed to be to busy to go anywhere with me. I was most certainly bummed. @CAPS2 happy go lucky attitude turned into the dumps really fast. The only thing that was left for me to do was use @CAPS2 back up plan, @CAPS2 aunt. We gathered our swimming gear, blankets, tanning lotion, and ourselves and packed it in the back of the van and headed towards @ORGANIZATION1. I was really not in the best of moods, and it seemed that everyone that was around me was turning into a grump as well. Totally bummed that all of @CAPS2 friends had ditched me and left me to hang with @CAPS2 aunt all day wasn't @CAPS2 explanation of fun, sorry enough to say, but it wasn't.  As the day went on the more I thought about @CAPS2 friends the more I got frustrated. Then finally it came to me, why let their stupidity of ditching (the best thing that had happened to them) me, ruin @CAPS2 day. I @CAPS1 laughing and having a grand time, and pretty soon, in all reality forgot why was having a bad day. When we got to our swimming hole, I looked around and noticed that everything was well. Everyone there was having fun. So I @CAPS1 to loosen up and have a good time. Jumping off rocks, making a fool of myself, laughing, and having a good time. We spent the whole day enjoying with what we had.  When I got home and I had realized what an awesome day @CAPS2 day had turned out to be, I realized that I shouldn't let @CAPS2 friends get me down. Laughing and having a good time can make any day turn around for the best. The most important lesson that I have learned from @CAPS2 experience that day, is to make the best out of each situation. Don't let crushed plans crush your self confidence. Put a smile on your face and turn your frown upside down and laugh. laughter makes life better."	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4
18620	8	"Those eyes, it was like I was looking out into a warm carribean sunset with a flash of green while relaxing on the beach without a care in the world. Her skin was kissed by the sun and flawless in every way. Those lushes ruby red lips looed about as juicy and refreshing as the taste of a freshly picked pink lady apple. From the moment she sat down across from me i couldve sworn i was dreamin. How can any woman look so perfect and exist outside of a movie or game? Thats all i could think of, thats all i wanted to imagine. Just me and her together, but the thought of it was to great to come true I couldnt find a way to bridge this gap i felt between us. Neither of us had ever met or seen each other before and yet still i couldnt resist. it was like when adam was presented with the golden apple from eve. That smile, perfectly straight teeth with that sparkling shine that could blind anyone without sunglasses. Thats when she inally spoke and said ""@CAPS1 you know the answer to number three?"". I was stunned by her voice. It reminded me of a thousend violins played by angels. my mouth droped and all I could say was ""nope"". I was a complete mook nothing more then a hoser, but then i noticed she was wearing a cross to match her outfit. So I attempted to redeem myself with ""thats an amzing cross ur wearing, what kind of gem is that in the cnter?"". She smiled and batted her eyelashes and told me ""thank you, I like your cross too. mine has a ruby in it"". I smiled back then i got a text message from my friend wth a new joke he wanted me to hear. As I read it I started to burst out laughing. The angel in front of me was then curiouse to what I was laughing about. When i finally finished the joke she too bursted out laughing and I finally gave myself a proper intruduction and told her my name. She was smiling fom ear to ear after the laugh we sared and she told me her name was ""@CAPS2"". Ah @CAPS2 surly it had to be a name given to angels. To this day I still thank my friend who gave me that joke, because if I had not made her laugh then we probably wouldnt have gotten to know each other. If we had not gotten to know each other then she probably wouldnt be my girlfriend. To this day I still feel like the luckiest man in the world and if fate see's fit to split us apart then I will always remember that laughing is the best way to get to know someone."	17	18		35				4	3	4	5	4	3	4	4	4	3.5	4.25	3
18621	8	"Some say that laugh is the common language between people to people, nation to nation. If that is true, those laughters can speak all the languages around the world. In our lives, we all need laughters to be around. When they laugh, they don't just benefit themslves, but also all the people around them.There is a reslut from these people who study for phscology, they noticed that @CAPS1 don't cry because @CAPS1 are sad, @CAPS1 are sad because @CAPS1 cry. Same thing as laughing, @CAPS1 are happy because @CAPS1 laugh!I remember once, when I was in middle school, everyone in my class needed to go on the stage and do the presention. Before the presentation began, everyone was quiet, and there was nobody talking because we were all nervous. The classroom was dead quiet @CAPS1 could even hear a pen drop. I sat on my desk and did not know what to do. I was so neverous that I thought I would pass out in any second. I believed that was what my friends thought, too. Suddenly, we all heard a kid laughing! I did not know what he was laughing about, but the whole calss started to laugh! @CAPS1 could feel that the neverous situation was gone! Everyone started to talk and walk around. That helped me cliam myself down. I felt the big and heavy thing that was on my shoulder suddenly disappeared! The story was so unforgetable because I realized how aould a laughter change the situation from bad to good.Laugh could change the whole world from dangerous to peace. I am a laughter. I love to laugh because when I laugh, I feel everything is better. It could be both positive or negative, but laugh dose make my life better. People who are around me think that I am fun to be with because they could feel the joy I bring to them.Laugh is an important part of a relationship. My friend and I, when we get together, we always laugh about everything, from some random house to the sky. We really have fun together. There one time that I wondered, what is nobody in my group laugh when we are together? That would be no fun anymore! Without laughters, the distance between my friends and I would be a big gap, but with laughter, we would not have any distance between us! Then I noticed that the other group of people. Maybe they just had the bad day, they had no amile on their faces. When they sat together, nobody talked or laughed during the lunch time. They seemed they were not friends anymore. After dys, they started to talk again. They laughed just like they were good together! I realized that laugh could change everything. It could change not only the inside the relationship but also how people view your realationship.Laughters do help us out a lot. On mental, physical, and social, they benefit us in our lives."	16	17		33				4	3	4	4	3	3	4	4	4	3.5	3.25	3
18622	8	"Laughter is an integral element to many situations. These situations vary greatly, disasters to the desire to be cheered up to simply wanting to be amused. Humor can make light of circumstances no matter how grave, terrifying or uneasing. The recent earthquakes and subsequent tsunami in @LOCATION2 made me very worried for my friend @CAPS1. He lives in @LOCATION1 which I at the time I, and many of my other friends thought was close to some of the more affected areas. Of course, we were all scared for him, but we tried to the best of our ability to make light of this disaster. Our fears were made even worse when he never logged onto the ning or facebook, but we know now that was just because electricity was down for him that night (night for us). When we learned he was safe, at least for the time being we were all incredibly relieved. Humor really helped diffuse the situation, as it has many times before. As of now this is still a story in the making because as this is being written there are still great dangers for that region, not the least of which is the threat of nuclear meltdown. The jokes are continuing into the week. I believe humor can be very helpful during worrying times because making light of a serious situation in a way, makes it feel less serious.  Of course many people look down upon doing this, which is completely understandable. They either don't see that we are legitimately fearful or don't understand and believe we're just joking about it to be ""edgy"" or ""offensive"". People who feel the need to joke about dangerous situations aren't intent upon being malicious or uncaring, they, most often, are people with with a sense of humor and a sense of distress."	18	18		36				3	3	3	3	4	4	3	3	3	3	3.75	4
18624	8	"One time I was at my friend @PERSON1's house, and her dog @PERSON3 was going crazy. She would run up and down the stairs as fast as she could and no one had any idea why. I thought it was so funny, but @PERSON1 was getting super mad at @PERSON3. So eventually @ORGANIZATION1 into her room to see if she would calm down, but to her dismay @PERSON3 did not. She was running hot laps back and forth all around the room and the more she did that the harder I laughed. It was like the most funniest thing I have ever experienced in my life. This dog had obviously gotten a hold of some kind of energy source to be this happen. Yet we still couldn't figure out what it was, but @PERSON3 was on a sugar high or something. So @PERSON1 and I went down stairs to see if her mom @CAPS1 knew why @PERSON3 was acting so ridiculous. She had no clue. So then we went and asked her dad @PERSON2, and he was convinced the dog was just crazy. Obviously the dog had some issues, but that wasn't the problem because @PERSON3 never usually acted this hyper before. Then @CAPS2, @PERSON1's sister came down stairs and told us to shut the dog up, but we couldn't. @PERSON3 was running to fast to catch her and was way to crazy to try and calm her down. So we took @PERSON3 back in @ORGANIZATION1's room and just laughed and laughed because there was nothing else to do but to sit there and wonder what the heck was wrong with this dog. To be honest, we never did find out what was wrong with @PERSON3, she was just insanely hyper and out of this world that @TIME1. So after @PERSON3 had calmed down about @NUM1 hours later, @PERSON1 and I went on a walk. We were with her friend @PERSON4 and I was trying to explain to him the story of how @PERSON3 went crazy that @TIME1 and they didn't find it as funny as me. I thought it was the most hilarious thing I have ever seen in my life! And while I was explaining it to him, they had warned me I was about to trip over a curb, but I was laughing way to hard to notice and I fell. That was like the icing on the cake of @TIME1. I just sat there on the ground and laughed, and so did they. It was pretty funny! I haven't laughed that hard since then. The end."	20	16		36				4	4	4	4	4	4	3	3	3.5	3.5	4	3.5
18626	8	"LAUGHTER @CAPS1 knows that laughter is a healing medicine. It has the power to ease a lot of aches and pains, such as the hole in someone's heart after a breakup or the suffering of someone unable to provide for their family. However, the kind of aches laughter eased in my life was the pain from the loss of a dear friend and teacher. Recently, one of the best teachers I've gotten the chance to know passed away. He was trying to get into the @ORGANIZATION1 to set up his lesson plans for the @TIME1, when the fatal incident happened. <@NUM1</@CAPS2> had a doctor's appointment that day and had gotten a substitute to take his place. It was six o'clock in the @TIME1 and still dark out as @PERSON2 tried to open the doors of the @ORGANIZATION1. Before he knew it, he was down on the ground waiting for someone to come help. Eventually, @PERSON1, the janitor, came out, spotted him and quickly called @NUM2. The ambulance hustled to come pick him up and rushed him to the hospital for emergency care. As soon as they got there, they found out he had had a heart attack. He'd had a couple minor ones before this one. However, this heart attack was big. It took his life and they weren't able to revive him. @PERSON2 was pronounced dead on the day of @DATE1.  Our principle called for an emergency assembly when we all had arrived at @ORGANIZATION1 that @TIME1. We had known something was wrong, considering the strange looks on all of our teachers' faces. All the students gathered together in the small gym of our @ORGANIZATION1 @ORGANIZATION1. The air was filled with anticipation as we waited for something to happen. After a bit, a man we all knew walked out in front of us with a microphone in his hand. With slumped shoulders and a grim face, @PERSON3, our principle, told us of the tragic news. My mouth fell open and I gasped. I could hear people adjusting in their seats and murmuring among themselves as they struggled to take in the devastating news. Looking around, I saw the same shocked expressions on @CAPS1 of my classmates' faces. I didn't know what to do. I wanted to cry, but I couldn't just yet. @PERSON3 explained the situation further as we intently listened to the sickening words coming out of his mouth. I was in shock. I didn't believe that @PERSON2 was gone.  After our principle was finished speaking, we were ushered out of the gym by melancholy teachers and told to report to our first period class. As I made my way to my locker, I heard sobbing, but it was mostly silent. I quickly grabbed the folder for my first class and closed the locker, wanting to get out of the hallway and into a more private area. Walking into the classroom, I sat at my desk. People in my class filed in through the door and took their seats as well. Our teacher for that class didn't talk to us, so we presumed we weren't doing anything. Sitting there in silence and feeling helpless I put my head down on my desk and started to cry. It really happened, I thought to myself. The reality of the @TIME1 was setting in.  By the end of first period, the sleeve of my sweatshirt was drenched in tears and mascara. Nobody had really said anything, but that was okay. Seeing that I had been crying, people stopped to hug me as I sluggishly walked down the hallway to my second period class. I expected my next class to be a lot like the first, but it wasn't. In place of the cold silence, was the soft sound of music. Instead of crying by themselves, people were being comforted by friends. Students were making cards for @PERSON2's family. We were all reminiscing the good times we had with @PERSON2. We retold the stories he told us of his life in the classes he taught. We remembered the funny crack he would get in his voice when he raised it in even the slightest way. We laughed when we remembered how he couldn't hang up anything straight and that the evidence was on his classroom walls. For the first time in that already long day, we felt alright. We felt as if we could celebrate his life, not mourn it.  The rest of the day was alright. Not because we lost a great teacher, but because we could love and appreciate a great teacher. Laughter eased the pain and sorrow of that dreadful day. We could remember and laugh about the good times we had in the classroom with him throughout our @CAPS3. @ORGANIZATION1 and @ORGANIZATION1 years. We could remember the man @PERSON2 was through the small tickle in our bellies. Laughter brought us together in a time of need."	25	23		48				5	5	5	5	5	5	5	5	5	5	4.75	4.5
18627	8	"One thing that people in the world love to do the most is laugh. Why is it that we like to laugh? Laughter is every important in our lives because it brings us joy, happiness, and most of all it just fills our stomachs with butterflies. One major thing that about laughter is the whole point of view. Of course everyone makes jokes, dorky things, or simply a funny comment. All those things cause laughter, sometimes laughter helps people grow a good relationship and it builds up to be strong.  In relationships like boyfriend/girlfriend, parents with their children, family, or even friends have to have some laughter in their relationship because if not then that would be a boring relationship. At times it's hard to bring laughter in the picture but we at least need to try to laugh it is healthy for us to laugh once in a while. In families its important to grow a relationship with the child or parents and they need some funny feelings in their stomachs that make them giggly inside and its all could laughter. Friends always will have funny moments to laugh about, it's sometimes the pranks that they do to each other, the funny comments, the jokes and it's easy as that to start laughing and creating the good relationship with just laughing with each other.   Sometimes laughter could cause bad things if we use for bad things and that could cause a bad relationship. We also don't want to hurt someone's feelings by laughing at them because something that happen or if someone made a comment, because that could leave us not laughing to much after we loose a relationship with someone. The smiles that people have on their faces is a wonderful thing to see. In all relationships laughter is a big thing because it can always come in handle. People have bad days sometimes and we always try to make them happy and how do we do that, well it's called laughing. I know if I was having a bad day and I felt all depressed and mushy I would like someone to make me laugh by simply saying a hilarious joke.  In my personal opinion I love laughing and especially making people around me laugh. At times I have my bad times and need some laughter in my system to make me feel at least better. I know that sadness can sometimes take over but we all need to think positive and not let the negative things take over. Life is so much better if we all have laughter in them. Imagine the world with just laughter, how life would be. i wish that could happen because that would make everyone full of happiness and smiles on the faces.   In my personal life my family and friends are full of laughter. I have to make jokes at times when things are getting diffcult and everyone is freaking out. Laughter is a part of us either we like it or not it's always going to be with us no matter what. Eventually I would say that laughter is a element in my life that I will always carry and I hope that everyone in the world has the element of laughter in them because seriously it's important in this this world."	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4
18628	8	"Laughter, to me, is an important aspect of my relationship with anyone. I cherish laughter, and I employ it at every chance that I receive. To many, laughter @MONTH1 be trivial, but to me, it holds the key to my relationships with other people. Without laughter, many of the wonderful people I have met in my life, might not be their because I used laughter to develop them into friendships.  Friends were hard to come by in my childhood. I did not make good choices, not with whom I associated myself with; rather, with how I approached other people for the first time. I would come off as brash, rude, or annoying, to name a few among many. I had no experience with making relationships, and the first impression is very important. Just like any meal, the first sense that is appealed to, is sight. The image of the meal floods the mind, next, the aroma floats aimlessly towards you, and you begin to salivate in anticipation. And like any recipe, to perfect it, you must practice, and that is what I did. It was a long and arduous process, but come my sophomore year in @CAPS1 @CAPS2, I began to feel like I mastered the art of making other people laugh. As students, and individuals, people come and go, we @MONTH1 truly end up forgetting their entire being, or we @MONTH1 leave an impression on their mind. I try this through laughter; to be remembered if not, only for a day. Using laughter, I acquired new opportunities to make friends, and I did not squander those opportunities. I surrounded myself in a net of laughter, I developed the necessary skills to make people laugh. I enjoyed it, and I still do. One relationship that I built, is with a young women. I had never spoken to her before, until our teacher put us into a group together. Laughter was the essential building block of our future relationship. I was myself, I would not pretend to be someone I'm not, I would express puns that our youth are so fond of, euphemisms our generation know all to well. We would listen to the same music, and gradually, our relationship was nurtured into a stead-fast friendship. It has developed to the point were, in class, we long for each others company. We look for classes to have together because we love to make each other laugh. And because of laughter, I have made a friend with whom I share secrets, time, and moments with which I shall forever cherish. Recently she has decided to start playing tennis. Needless to say, I was ecstatic. I would like nothing more to help her, and whomever so decides to partake in my leadership. I do not necessarily claim to be the best, but I am confident in my abilities to teach the techniques, and fundamentals of the game. Their is not much more I would like to do, that is to play the sport that I love, with the women I love. And most of the credit belongs to laughter because, when her amiable face lights up from something I said, it means all the world to me, whether she knows it, or not. I have many such connections with other people from both sexes, but none so much as hers. I worked hard to build connections with other people because they would make life that mach easier, and that much more enjoyable. In @CAPS1 @CAPS2 their are no exclusive social groups, or roving bands of football players ready to pick out the weakest of the student population. We are all friends, we are all one community, we all belong, and that is due, in part, by laughter. Laughter connects people from around the world, it is the universal language every race, skin color, and religion all speak. It can bring us together or it can tear us apart, but in life, the medicine most prescribed, is laughter."	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4
18629	8	"People always say that the worst parts of life are the sad parts, the moments where no one is there to make you laugh or smile. These sad moments trump the problems caused by work, or by the society, and show how important laughter is in our lives. A time when someone is feeling joy so strong that it pours out of them in the way of a suppressed giggle or booming laugh, are the times that make life worth living, worth the jobs and the bad breakups and the over priced society. It has been said by those infamous ""they"" that your worst most tragic moments are the ones remembered forever because they hold the most emotion, but i have to disagree with ""them"". Moments in the life whether they be seconds, hours, weeks or years, can be cherished also if they are built up by the bonds of love and laughter. Just recently was my birthday. This year it fell on a @DATE1 and I had made no plans to celebrate in any way. Sure my parents had gotten me loads of presents but the joy and jittery excitement that i had always felt previous to my birthday wasn't in me. These feelings were most likely because this year i had decided that now that i was in high school, birthday parties were a no go. With no plans or exciting activities to await, my birthday was not eagerly looked forward to as it had been every year previous. What would i do?! I definitely didn't want to spend the day home in my pajamas with my parents and two sisters, that's what i did almost every other normal @DATE1. These thoughts and realizations brought that sad lonely feeling in me, those feelings that make up the worst parts of life. My mom, noticing my birthday gloom, suggested a trip to the beach and a one night stay in a yurt. I love the beach, I would even go as far as to say that its my favorite place in the world. I also love yurts. Yurts are big round cabins made from canvas draped around a wood structure, with a skylight directly at the top of the pointed roof where you could see the stars at night. Staying in a yurt at the beach sounded better to me then being at home, so naturally I agreed to the beach trip. Way deep down I was excited, I was thrilled, a beach trip with my family! In my head I was stuck still in my foggy state of gloom as thoughts swirled in my head about how I would not have a good time if there were no friends to laugh and hang out with, and how much of a loser I was for not doing anything with friends but instead my family. Our household consists of my mom, dad, and two sisters ages four and @NUM1 months. We are not the most well functioning family. I find my older sister to be an annoying brat sent by the devil to ruin my life and make everything my fault. Two out of the three of us girls have to always be in some kind of brawl, and that drives my mother crazy which gets her all flustered and my dad angry until we realize that buzz light year has ruffled all of our feathers. This scene is exactly what I imagined my family birthday beach trip to turn out like, but caused by a long car drive and hungry kids rather than buzz light year.  The day approached and we woke early to pack our bags and pack the car. My mom, bless her, made a family announcement to us that today was my day and anything I wanted was what I got. This meant that I got to choose what we would eat, what we would do and could make any comment including telling my little sisters to bug off if i wanted to. By lunch, we had visited the beach, gotten settled in our yurt, and enjoyed a lunch made up of various snacks we had brought along and I found that I was enjoying myself. No one had fought all day, raised a voice, make a snarky comment or do anything to upset the happy atmosphere we were in. I was laughing. As we visited the aquarium with all its odd fish i laughed. I laughed at my sisters when they were doing silly things. I laughed at the things my mother told me. We all laughed at a bicyclist running into a pole, and fish doing vacuum like motions with their lips. All the laughing, all the smiles did a lot for me. It pushed those negative thoughts straight out of my mind and told them never to come back. Laughing helped me to see all of the love that circled around in my family, it made the love visible. Its healthy to laugh. Without laughter in our lives, some things like love, that can sometimes be invisible, become visible again through laughter."	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4
18630	8	"Why is it that people can look back at something and laugh, but not while the action is taking place? For example, if you were to witness someone being hit by a car. During that event, nobody would be laughing. There would most likely be people rushing frantically for help and ambulances everywhere. But we see people get hit by cars all of the time on the @CAPS1 and it is considered comedic. On a hot @DATE1 @TIME1, something quite similar happened to me and my friends.  I live next to the @LOCATION1. I know of this one spot on the @LOCATION1, its called @ORGANIZATION1 @ORGANIZATION1. It has a pretty strange name due to the fact that the water is actually a greenish color because the reflection of the tree's that surround it. The @LOCATION1 is about thirty yards wide, nobody knows how deep it is because it is impossible to touch the bottom. The main attraction is a cliff-side, which ranges from @NUM1 feet too @NUM2 feet. On the other side of the @LOCATION1, there is a beautiful, golden beach with massive tree's behind it. The hike to @ORGANIZATION1 is about one mile of steep decline, which leads right to the cliff's edge. The @LOCATION1 bed and the gorge is lined up just the way that it is shaded for most of the day, except in the mornings.  On this particular day, I was going to bring @CAPS2, @PERSON2, @CAPS3, and @PERSON1. My friend @CAPS2 is a dare-devil. Although he's not very good at athletic things, he is willing to try just about anything. He was also home-schooled until freshman year of high school, so he's also pretty socially awkward and definitely not used to resisting resisting negative peer pressure. On the other hand, I am the kid to do crazy things, but I can pull them off. I was doing gainers off of the cliff's edge that was only about @NUM1 feet off the water. Somehow, @CAPS2 ended up getting pressured into trying one as well. As he was getting mentally prepared for this stunt, we all gave him a count down. @NUM4, @NUM5, @NUM6, @CAPS6! We all shouted at the same time. He ran to the cliff-side, just like I showed him, he jumped out, then brought his knee's to his to his chest. Nothing happened! That was the problem, @CAPS2 tucked but he never rotated. He fell like a rock. His back aimed strait at the water. There was what seemed like a @NUM7 second pause between the moment he jumped off the cliff and the moment he smacked the water. His upper back was the first thing to make contact with the water, there was a giant splash, and the sound of a clap almost as loud as a small firecracker. @NUM5 seconds later, @CAPS2 emerged from the water, he was attempting to breathe but no air was entering his lungs. @PERSON2, @CAPS3, @PERSON1, and I were all on the shore of the beach across the lake! Simultaneously, we looked at each other, nobody was laughing, everyone looked worried. All at once we booked it into the water. It was about a @NUM9 yard swim to get all the way to @CAPS2. I was the first one there. He was panting by then, but he was still in an intense state of panic. I stayed away from him until @PERSON1 got there. @PERSON1 is almost 6'@NUM7 and @NUM11 pounds, so he grabbed @CAPS2 around the torso first. I grabbed his legs, when @CAPS3 and @PERSON2 finally got there they took hold of his arms. We all pulled him to the beach where he could safely put his feet on dry land. Who knows what would have happened if the panicked @CAPS2 would have made it to the beach all by himself. Although, it was kind of @CAPS18 fault for pressuring him in the first place.  After almost @NUM5 hours of basking in the in the sun and calming down, the sun started setting behind the gorge, there were shadows closing in on us from the shoreline. It was only @NUM5 @LOCATION2. We decided to explore down the @LOCATION1 a little bit, also to find some more sunshine. We all stood up and noticed that @CAPS2's entire backside was purple! Not only because of his ginger skin, but the impact on the water created quite the contusion. Everyone except @CAPS2 saw it and busted out laughing at the memory of what had previously just happened. @CAPS2 looked behind him and saw his discolored back and couldn'@CAPS3 hold back bursts of laughter. Laughter was coming from everyone.  This was the first time that @CAPS2, @CAPS3, @PERSON2, @PERSON1, and I had ever hung out. Laughter was what brought us together. Now we share @CAPS18 @LOCATION1 spot with all of @CAPS18 own other friends but nothing sticks out to me like that day did. To this day we all still reminisce about that hot @DATE1 day at @ORGANIZATION1 when @CAPS2 attempted a gainer off the cliff. ""Laughter is the shortest distance between two (or five) people."""	22	20		42				4	4	4	4	4	5	4	4	4	4	4	4.5
18631	8	"Before my best friend moved away, we would stay up at night just laughing for no reason at all. I don't know what would get us started, but it would not stop until our stomachs hurt so bad from laughing that we just fell asleep. On these nights, her mom would come in around @TIME1 and ask us nicely to please quiet down, which just made us laugh more. When we are together, it is quite dangerous to be around. We have gotten so close that we are practically sisters in a way. Laughter is important in all of my relationships. I grew up in a large family where laughter is key, and positive attitudes were expected.  Over the @DATE1, @CAPS1 and I work together, so we have lots of time to get our thinking on the same track. If we are on a short car ride and we want to go somewhere, we make it happen. We are very good at manipulating our elders, a skill acquired from years of practicing on @CAPS2. All it takes is one look to see what the other is plotting, then a laugh will follow, letting the manipulated know that it is doomed, or very soon to be. Our schemes are generally harmless, possibly just a little side ache from being tickled too hard. It does not help that we are both small, strong, and packed full of energy, just waiting for the right person to come along. @CAPS1 and I find ways to stir up mischief all around us, whether it be jumping out from behind corners or taking the manager's keys.  When I go somewhere, I am generally aiming for positive places with an upbeat atmosphere and people that make me happy. I dislike and avoid places I don't enjoy, I am one to make jokes or be sarcastic when things are too quiet or too serious. Serious environments intimidate me, @CAPS6 are out of my comfort zone. Laughter brings people together, and it lightens people's moods. Nobody likes the awkward situations where no one is saying anything, so I generally will break the silence with a blond joke or something.  I was flying home to @ORGANIZATION2 from @LOCATION3, @CAPS3 and met a couple great people on the way. When I boarded the plane I looked around for a place to sit then decided on the seat between an elderly woman and a man who resembled my father (I was alone on the flight). I thought, for the next hour I will be with these people, so I had better make it something to remember. The man had helped me get my carry-on into the overhead storage, which was very nice of him. The elderly woman and I started talking, and the subject of horses came up, and when horses come up in conversion, @CAPS6 are usually paired with lots of falling stories. She talked about this @CAPS4 horse called @CAPS4 @CAPS5, how he had a mind of his own, and how he would do things his way. The problem with horses is this: @CAPS6 know that @CAPS6 are a slight deal bigger than us, and can really do as @CAPS6 please, but most choose to listen as @CAPS6 don't like to be corrected. I told about my first few rides, and how I didn't know much besides how to steer the massive animal beneath me. Before we knew it, we were landing in @LOCATION1, and my new friends got off the plane.  When my plane landed in @LOCATION1, I figured I would be flying to @ORGANIZATION2 sitting alone. After a few minutes, a teenage girl got on and sat next to me. The first thing she did was offer me a piece of gum, which I accepted. The first bit of the ride was quiet, but after awhile the crying baby got annoying to listen to so we started talking. She was flying to @LOCATION2 to her dad's house. We talked about our families and hobbies, and had a good time. After we flew into @ORGANIZATION1, I welcomed myself back home, I was back in the eternal rain state, and couldn't see anything besides clouds out of my window. Laughter is all around us, and there are always things to laugh about, look on the bright side of life. People are more attracted to those who can make them laugh, so get a sense of humor and you will be in good company. Giggles and smiles make the world go around, so keep laughing."	20	19	40	40				4	4	4	4	4	4	3	4	3.66666666666667	4	4	4
18632	8	"@ORGANIZATION1                                    @DATE1 for my @CAPS1 birthday we went to @ORGANIZATION1 for a week, @CAPS16 was so much fun when we got there but the drive was not fun at all. When we got to the house that @TIME1 is was so beautiful the snow was falling and @CAPS16 was coming down so hard @CAPS16 looked like white cotton balls and the snow on the house was just amazingly marvelous I mean @CAPS16 seriously looked like @CAPS16 could have belonged in a story book as a princess castle. When we got in the house @CAPS16 was really relaxed and nobody really wanted to do anything we all pretty much fell asleep on the couch.  The next morning when we woke up we were all eating breakfast and watching the snow @DATE2, there was a knock on the door, so of course I had to @CAPS9 get @CAPS16 because my @CAPS17 was ""too tired"" so i got up and went and opened the the door and three huge boys came in and picked me up now at first i was like ""@CAPS2 who are these boys?"" but then after they took their hoods off i noticed @CAPS16 was my cousin @PERSON1, his best friend @PERSON2 and his other friend @CAPS3. So they carried me back to the table and sat me down and @CAPS16 was funny because my whole @CAPS17 was laughing so hard they couldn't breathe and i still had a horrified look on my face.  They yelled""@CAPS4"" and then went out back and started building snow ramps to snowboard off of. So i got dressed and went out back with them and at first they were like ""@CAPS5 great she is out here"". And they usually give me a lot of attention but they weren't so i decided i needed more attention so when they weren't looking i went and sat down and the snowboard ramp the had built and of course @PERSON2 knew why i was doing @CAPS16 but @CAPS3 and @PERSON1 were still clueless so of course they told me to get off but i told them ""@CAPS7"" and that irritated them so @PERSON1 said ""@CAPS8 girl if you don't move i am going to jump over you"", well of course i was super mad at this point and wanted to see if he would actually do @CAPS16 so i told him ""@CAPS9 ahead"" @PERSON1 started to @CAPS9 but then @PERSON2 grabbed him,@CAPS10 him off the snowboard and started yelling at him @CAPS11 the time the whole argument was over, witch @CAPS11 the way lasted almost the whole day. I went to bed @TIME1 and @PERSON1@NUM1 and @CAPS3 went to the bar and the next morning I was told to sleep in but i was woken up at seven o'clock @CAPS11 @PERSON2 and @CAPS3 screaming at @PERSON1 to get up but they didn't get him up they got me up I was so mad I felt like a mama bear who just got woken up in the middle of hibernation. @CAPS16 was so irritating to be a house with three hungover twenty-one @DATE1 old's but i had fun anyways, That @TIME1 they were not home @CAPS14 god but with them not there is was peace and quiet so we played @CAPS15 and @LOCATION3, @CAPS16 was so much fun we had a blast. The next morning wasn't all that fun because we had another @CAPS17, @CAPS18 us. I swear i was so irritated I wanted to pounce on them like and angry tiger getting ready to catch her prey. So i tried to stay away as much as possible, witch was kind of hard because they all love me but i just decided to lock myself in my room for the day to avoid them, @CAPS16 kind of sucked but @CAPS16 was a lot better than having them yell in my ear every five seconds. The day after we cleaned and started getting ready to leave, @CAPS16 was not fun at all but my @CAPS17 made sure i was cleaning and we ate three meals and after every meal we cleaned again but that @TIME1 we went to bed and you didn't hear a peep out of anybody because we were so tired but the next morning we left at seven o'clock and started driving back to @LOCATION2 @CAPS16 was so fun being at @LOCATION1 we have made @CAPS16 a tradition but we weren't able to @CAPS9 this @DATE1 because of winter formal but we are definitely going back this @DATE1 and we will have twice as much fun as we did two ears ago!"	15	17		32				3	3	3	3	3	3	4	4	3.5	3.5	3.25	3
